0.000000000000000000e+00,4.009999999999997726e+02,4.009999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02
4.009999999999997726e+02,0.000000000000000000e+00,3.999999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,4.999999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.999999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02
4.009999999999997726e+02,3.999999999999997726e+02,0.000000000000000000e+00,4.009999999999997726e+02,3.999999999999997726e+02,4.009999999999997726e+02,3.999999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.999999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.999999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02
3.999999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,0.000000000000000000e+00,4.009999999999997726e+02,4.009999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02
3.999999999999997726e+02,4.009999999999997726e+02,3.999999999999997726e+02,4.009999999999997726e+02,0.000000000000000000e+00,3.999999999999997726e+02,4.009999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.999999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.999999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02
3.999999999999997726e+02,3.999999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,3.999999999999997726e+02,0.000000000000000000e+00,4.009999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.999999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,4.999999999999997726e+02
3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,0.000000000000000000e+00,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02
4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.989999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,4.999999999999997726e+02,3.989999999999599822e+02,4.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.009999999999997726e+02,4.009999999999997726e+02,4.009999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,4.999999999999997726e+02,4.999999999999997726e+02,3.989999999999964757e+02,4.999999999999997726e+02,4.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,3.999999999999997726e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
